product ,Price,Grocery store,Location,District
Tomatoes,98,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Recoleta 
Tomatoes,92.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Recoleta 
Tomatoes,95,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Monserrat
Tomatoes,84.6,Carrefour,"Av. Gaona 1290, Buenos Aires",Colegiales
Tomatoes,104.99,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Almagro
Tomatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Monserrat
Tomatoes,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Palermo
Tomatoes,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Monserrat
Tomatoes,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Palermo
Tomatoes,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Palermo
Tomatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Palermo
Tomatoes,104.9,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Almagro
Tomatoes,101,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Palermo
Tomatoes,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",
Tomatoes,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Retiro
Tomatoes,349,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Villa Crespo
Tomatoes,104.9,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Zhonghe District
Tomatoes,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Wanhua District
Tomatoes,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Zhonghe District
Tomatoes,109,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Zhonghe District
Tomatoes,139,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Yonghe Distric
Tomatoes,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Almagro
Tomatoes,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Retiro
Tomatoes,278,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Recoleta 
Tomatoes,118,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Retiro
Tomatoes,,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Tomatoes,98,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Caballito 
Tomatoes,40,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Almagro
Tomatoes,,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Caballito 
Tomatoes,,,"Sarmiento 3978, C1425 FGQ, Argentina",Retiro
Tomatoes,118,Jumbo,,Monserrat
Tomatoes,199,Carrefour,"Arenales 870, C1061 CABA",Palermo
Tomatoes,,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Palermo
Tomatoes,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Recoleta 
Tomatoes,115,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Recoleta 
Tomatoes,,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Monserrat
Tomatoes,120,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Colegiales
Tomatoes,,Carrefour,"Av. Gaona 1290, Buenos Aires",Almagro
Tomatoes,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Monserrat
Tomatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Palermo
Tomatoes,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Monserrat
Tomatoes,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Palermo
Tomatoes,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Palermo
Tomatoes,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Palermo
Tomatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Almagro
Tomatoes,239,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Palermo
Tomatoes,,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",
Tomatoes,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Retiro
Tomatoes,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Villa Crespo
Tomatoes,239,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Zhonghe District
Tomatoes,,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Wanhua District
Potatoes,26,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Zhonghe District
Potatoes,34.99,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Zhonghe District
Potatoes,44,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Yonghe Distric
Potatoes,39,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Almagro
Potatoes,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Retiro
Potatoes,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Recoleta 
Potatoes,118,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Retiro
Potatoes,118,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Potatoes,110,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Caballito 
Potatoes,118,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Almagro
Potatoes,110,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Caballito 
Potatoes,34.99,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Retiro
Potatoes,,,"Sarmiento 3978, C1425 FGQ, Argentina",Monserrat
Potatoes,29,Jumbo,,Palermo
Potatoes,54.9,Carrefour,"Arenales 870, C1061 CABA",Palermo
Potatoes,26,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Recoleta 
Potatoes,34.99,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Recoleta 
Potatoes,29,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Monserrat
Potatoes,34.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Colegiales
Potatoes,1,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Almagro
Potatoes,35,Carrefour,"Av. Gaona 1290, Buenos Aires",Monserrat
Potatoes,34.99,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Palermo
Potatoes,89.9,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Monserrat
Potatoes,33,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Palermo
Potatoes,26,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Palermo
Potatoes,35,Jumbo,"Av. Córdoba 2529, C1120 CABA",Palermo
Potatoes,35,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Almagro
Potatoes,35,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Palermo
Potatoes,357,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",
Potatoes,149.9,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Retiro
Potatoes,29,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Villa Crespo
Potatoes,35,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Zhonghe District
Potatoes,183,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Wanhua District
Potatoes,26,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Zhonghe District
Potatoes,55,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Zhonghe District
Potatoes,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Yonghe Distric
Potatoes,26,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Almagro
Potatoes,55,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Retiro
Potatoes,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Recoleta 
Potatoes,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Retiro
Potatoes,,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Palermo
Potatoes,138,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Caballito 
Potatoes,118,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Almagro
Potatoes,26,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Caballito 
Potatoes,118,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Retiro
Potatoes,,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Monserrat
Potatoes,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Potatoes,,Jumbo,,Palermo
Potatoes,183,Carrefour,"Arenales 870, C1061 CABA",Recoleta 
Potatoes,,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Recoleta 
Potatoes,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Monserrat
Potatoes,39,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Colegiales
Potatoes,,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Almagro
Potatoes,24,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Monserrat
Potatoes,49.8,Carrefour,"Av. Gaona 1290, Buenos Aires",Palermo
Potatoes,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Monserrat
Potatoes,29,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Palermo
Potatoes,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Palermo
Potatoes,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Palermo
Potatoes,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Almagro
Potatoes,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Palermo
Potatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",
Potatoes,228,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Retiro
Potatoes,147.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Villa Crespo
Potatoes,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Zhonghe District
Potatoes,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Wanhua District
Potatoes,122,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Zhonghe District
Potatoes,,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Zhonghe District
Potatoes,54.9,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Yonghe Distric
Potatoes,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Almagro
Potatoes,58,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Retiro
Potatoes,,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Recoleta 
Potatoes,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Retiro
Potatoes,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Palermo
Potatoes,,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Caballito 
Potatoes,26,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Almagro
Potatoes,26,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Caballito 
Potatoes,,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Retiro
Potatoes,26,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Monserrat
Potatoes,,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Potatoes,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Potatoes,,Jumbo,,Recoleta 
Potatoes,26,Carrefour,"Arenales 870, C1061 CABA",Recoleta 
Potatoes,,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Monserrat
Potatoes,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Colegiales
Potatoes,58,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Almagro
Potatoes,,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Monserrat
Potatoes,31,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Palermo
Potatoes,35,Carrefour,"Av. Gaona 1290, Buenos Aires",Monserrat
Potatoes,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Palermo
Potatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Palermo
Potatoes,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Palermo
Potatoes,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Almagro
Potatoes,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Palermo
Potatoes,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",
Potatoes,,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Retiro
Potatoes,212,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Villa Crespo
Potatoes,79.9,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Zhonghe District
Potatoes,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Wanhua District
Potatoes,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Zhonghe District
Potatoes,,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Zhonghe District
Potatoes,,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Yonghe Distric
Flour,46,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Almagro
Flour,40.69,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Retiro
Flour,40,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Recoleta 
Flour,83,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Retiro
Flour,49.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Palermo
Flour,54.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Caballito 
Flour,,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Almagro
Flour,8,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Caballito 
Flour,78,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Retiro
Flour,78,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Monserrat
Flour,78,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Flour,133.98,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Flour,,,"Sarmiento 3978, C1425 FGQ, Argentina",Recoleta 
Flour,52,Jumbo,,Recoleta 
Flour,46,Carrefour,"Arenales 870, C1061 CABA",Monserrat
Flour,33,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Colegiales
Flour,65,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Almagro
Flour,62.65,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Monserrat
Flour,33,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Palermo
Flour,35,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Monserrat
Flour,57,Carrefour,"Av. Gaona 1290, Buenos Aires",Palermo
Flour,40.69,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Palermo
Flour,49,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Palermo
Flour,49,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Almagro
Flour,45,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Palermo
Flour,46,Jumbo,"Av. Córdoba 2529, C1120 CABA",
Flour,67,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Retiro
Flour,65.3,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Villa Crespo
Flour,66,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Zhonghe District
Flour,64.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Wanhua District
Flour,49,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Zhonghe District
Flour,62,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Zhonghe District
Flour,52,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Yonghe Distric
Flour,64,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Almagro
Flour,33,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Retiro
Flour,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Recoleta 
Flour,77.5,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Retiro
Flour,80,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Palermo
Flour,52,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Caballito 
Flour,51.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Almagro
Flour,,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Caballito 
Flour,23,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Retiro
Flour,106,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Monserrat
Flour,,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Flour,52,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Flour,125.28,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Recoleta 
Flour,,,"Sarmiento 3978, C1425 FGQ, Argentina",Recoleta 
Flour,46,Jumbo,,Monserrat
Flour,34.7,Carrefour,"Arenales 870, C1061 CABA",Colegiales
Flour,46,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Almagro
Flour,70,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Monserrat
Flour,35,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Palermo
Flour,51.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Monserrat
Flour,41,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Palermo
Flour,42.5,Carrefour,"Av. Gaona 1290, Buenos Aires",Palermo
Flour,54.5,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Palermo
Flour,46,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Almagro
Flour,33,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Palermo
Flour,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",
Flour,33,Jumbo,"Av. Córdoba 2529, C1120 CABA",Retiro
Flour,73.89,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Villa Crespo
Flour,75,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Zhonghe District
Flour,79,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Wanhua District
Flour,79.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Zhonghe District
Flour,46,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Zhonghe District
Flour,65,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Yonghe Distric
Flour,49,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Almagro
Flour,49,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Retiro
Flour,54.9,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Recoleta 
Flour,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Retiro
Flour,64,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Palermo
Flour,66.89,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Caballito 
Flour,45.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Almagro
Flour,45.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Caballito 
Flour,,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Retiro
Flour,13.8,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Monserrat
Flour,78,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Flour,,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Flour,190,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Recoleta 
Flour,,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Recoleta 
Flour,,,"Sarmiento 3978, C1425 FGQ, Argentina",Monserrat
Flour,,Jumbo,,Colegiales
Flour,49,Carrefour,"Arenales 870, C1061 CABA",Almagro
Flour,52,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Monserrat
Flour,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Palermo
Flour,56,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Monserrat
Flour,54.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Palermo
Flour,29,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Palermo
Flour,32.2,Carrefour,"Av. Gaona 1290, Buenos Aires",Palermo
Flour,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Almagro
Flour,76,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Palermo
Flour,86,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",
Flour,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Retiro
Flour,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Villa Crespo
Flour,82,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Zhonghe District
Flour,70,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Wanhua District
Flour,68,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Zhonghe District
Flour,85.49,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Zhonghe District
Flour,57,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Yonghe Distric
Flour,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Almagro
